Height,Weight,Class
3.9469923148377477,33.021343669277215,human
4.815010704478315,75.01543329599929,human
3.4755561291643327,226.82063277948578,human
6.9447161047756465,177.4391218821578,human
3.3157975815658998,173.67676862351965,human
4.949200433729007,184.80961927408597,human
5.499078071421079,162.82581016099607,human
5.972614027740178,81.34764986228437,human
6.073105883342896,129.3171238860034,human
3.094186265162957,101.08140580559379,human
3.9496079330375684,142.2348843958818,human
4.748607115931048,204.32938764605274,human
6.837534186005641,269.71261835196754,human
3.983053177789087,180.7432013896945,human
3.5540599319265684,168.18629807672332,human
6.826707978414401,258.17220177573586,human
6.790093643240069,245.89586012165344,human
5.638382140320942,134.6170119901622,human
3.3644435788790252,91.62386872034897,human
3.9290655831035126,227.3483346230848,human
3.838981914155206,179.88101861346024,human
4.973881757845557,94.29342120206776,human
6.802454291366505,87.73580948582962,human
4.4432935423096325,152.487069101573,human
5.471417410064339,271.4983668744619,human
6.056579407693679,295.5164080143264,human
3.8886388868089323,160.23262454646627,human
4.857836551929854,163.2080228451186,human
3.87709193569945,240.53092318553195,human
3.920004223605736,271.81297058542145,human
5.078611167040879,96.13480359062198,human
6.825456880183081,82.2807346332323,human
5.496896797417273,75.54803431705261,human
4.800353655975925,131.91141400333436,human
4.466661159671795,236.30011825197496,human
4.8734251524905385,286.8149706323773,human
3.4160473863271372,233.7746508880507,human
4.35338551444195,265.4406710333217,human
4.917083089027049,125.59929300958197,human
4.550243650413358,143.04344874670437,human
3.7195468513402763,200.70557782908355,human
3.7481953372354115,172.58624355980513,human
4.224955478814868,236.64417867789564,human
6.0811849613768985,70.22123727144134,human
5.207269590593736,89.25685107061369,human
3.3085138256583804,288.8668095130103,human
4.618041210647502,253.63313945081816,human
5.108025068664651,188.11867735554557,human
3.3966999731587526,39.32479649680511,human
4.034840533997887,50.27109241947666,human
6.166652657854538,190.19226218287432,human
3.2366115793861274,43.149491811269314,human
5.673128808836403,216.49698384948084,human
5.648086222049413,235.08616316581725,human
6.600143859955503,221.88504002809367,human
4.259067338200607,113.4421612365152,human
5.825430032279746,126.82752284796737,human
5.861202544392469,220.01814754551665,human
5.459373570648824,38.57558817392474,human
4.194688870333573,211.86194161185554,human
3.1757139478946566,273.2258872696972,human
6.245870752416319,200.59887672392142,human
6.927354180683084,56.63136911674841,human
3.066772667615867,242.9640185306225,human
6.907876728780288,243.0231726935539,human
3.925778294069778,247.9554342932014,human
6.801651830314455,256.105523611967,human
5.678393083115571,120.63694356351827,human
5.094078194058461,148.71100459163074,human
6.261719079867449,167.80440140970174,human
6.451641597440453,189.15070707025245,human
3.8251211616389487,161.35569987283702,human
4.606364857621962,179.91123375504355,human
3.0267188526045112,260.10044214805566,human
6.609593877135309,266.3595692805342,human
4.534758010954121,58.98468350628954,human
6.263880872586556,267.4997393064911,human
5.709627172726659,134.55334052937297,human
4.949577323031972,55.275829783911874,human
3.824170737762985,258.58766079788336,human
3.84249670274739,78.08059776387924,human
5.026613066426844,280.12024222284845,human
4.871232350207135,204.527828745236,human
6.216542581251863,225.38215080466102,human
6.3996946543537305,258.24187737739743,human
6.236148810999023,70.37858942087465,human
5.556664540321933,135.6020807836615,human
5.238445142521751,67.41986996089781,human
4.348883284299088,291.4864489099557,human
4.579635718310468,220.64574448703448,human
6.03957062690942,200.66229896488898,human
3.0411161930466766,218.1872567335341,human
4.041293267712504,260.3090391788926,human
6.088079536422521,116.1481792139066,human
6.836753734108967,148.66957967095271,human
4.999249350432686,78.47195215040888,human
3.807598471651065,138.10737973782545,human
6.098335204361819,197.3243276728899,human
3.4278958967703734,231.13928705323096,human
5.749346170081031,263.40934995479506,human
3.09159764451166,189.92279306218748,human
5.726239901494093,281.56688795096636,human
6.354369663640146,53.50691871012042,human
6.689609622196815,162.31826139143763,human
3.4913074951367857,290.96655451687684,human
6.906230741906572,239.12036097032617,human
4.981276102228807,68.10961278982464,human
3.586945479335228,180.04128410916377,human
4.880100503324627,290.5014897613042,human
4.633960098292935,142.80539238381212,human
3.7222548943407174,219.0045385963418,human
4.679866716712622,71.15865888339772,human
5.782744586007066,262.33093633756346,human
4.656623995528098,142.9232477625539,human
4.454588604897234,211.84710973139826,human
3.3350853011540607,298.02403985210344,human
6.521623265864779,287.55965123161286,human
6.378799289814622,284.6885782423588,human
3.2339886997925777,84.13676798207459,human
6.040100821078353,134.58253438285863,human
3.296962695842354,73.95351941168323,human
3.884009801635527,266.8096348010066,human
3.882475474138879,135.02580787122736,human
5.079719522068794,203.5489226073609,human
3.5293274553900935,256.19296069307876,human
6.413011773002626,236.09626658723275,human
5.197890363550522,163.05642080294342,human
5.304642535323146,231.1390907253901,human
6.797322987615016,125.93549750052622,human
3.3394785261276647,182.37165577942005,human
4.824702786579201,233.28517949115457,human
3.838050901066959,215.37707048745403,human
3.3943631854510756,62.73891838081087,human
3.200085189088174,201.76912892404215,human
5.854197048282135,77.64657688374159,human
6.204425178159793,223.65232832519686,human
4.6194883627637555,101.24275863472673,human
3.8354571859265203,221.01739758469924,human
3.339167672469986,71.20043087567805,human
3.8152481082146483,210.95327911212303,human
3.704807449120762,262.7811273037453,human
5.6770332970888875,264.4543982157542,human
5.355111145259761,202.56208156726564,human
5.5513396294468045,100.91071011546931,human
3.55919874544526,139.24977677636613,human
4.116733461155647,101.43932771217882,human
5.693001860093492,104.76772721588095,human
4.822008810375824,104.12502017143308,human
4.841639208697975,58.11982561349086,human
3.341009734953328,257.3481658643739,human
4.238845056127077,265.9853330525713,human
6.893359792282317,100.44653643998637,human
4.562411749701603,169.40999200869882,human
6.746693738951732,144.60828565093408,human
6.351756928117323,184.0439259487479,human
6.5115598936266155,218.60067817708006,human
6.113812984891726,80.1800165581036,human
4.667412840165057,39.895271407979784,human
6.5239489679792,284.4116183382064,human
6.78367867391815,38.87167610048711,human
6.466069586986713,292.65252641069054,human
3.8335962300896838,202.23623401986347,human
3.4309982436833466,46.66504776469736,human
3.1626558418047725,76.88874999367505,human
5.311164681975563,281.52190872592564,human
5.173666777100097,162.28030306608025,human
4.703769011054198,113.50227737666663,human
5.676104892542938,75.19848121916787,human
6.963645392010215,285.1962689459451,human
5.919146651698467,155.64278111806823,human
3.5514556963482162,259.3512497468589,human
4.840853152054439,269.44860104641555,human
6.1656621037680726,76.33990889160822,human
6.126412397063257,247.20620495723347,human
3.4223928780298714,275.04317317982753,human
6.2279752665437815,231.44269089595414,human
3.624575356756239,166.59192248427448,human
6.879895033277565,36.856559078576154,human
6.439090672362139,192.9718620194984,human
4.4247689057488575,182.59219083250602,human
3.53271547103919,227.56086633275913,human
3.148193326424777,56.20065953371062,human
5.41275432175274,81.89139361369001,human
6.789735099126107,246.03478145313244,human
4.882623448160064,37.80859007215891,human
3.302999643390946,154.23683631312406,human
4.0228307611101375,292.54200941676726,human
4.402227966166271,95.30428734311232,human
4.453660879057655,255.34469139779827,human
4.565223647526578,190.561984036506,human
4.5948323111671945,156.30225801821717,human
4.277789130978776,189.67670691887156,human
6.407836376202422,235.92380380515212,human
4.358441640157286,274.9265850493226,human
5.4351951624724535,122.4714561368767,human
6.048351485237891,140.56464252887176,human
4.655245156352523,283.57888183781347,human
4.9177069713436445,69.62245090341656,human
4.8981354258090395,57.87881746562791,human
4.4039303478651215,104.58586280794643,human
4.5404576887978845,188.71980164317793,human
4.69439461341066,116.68986722362582,human
4.485188411449183,226.85499114990913,human
5.0485895224894355,201.21964094186208,human
3.0678290527856666,92.45459150063108,human
6.515544626243332,174.01229632869726,human
6.42075402287741,133.1085206943551,human
5.057109884806484,183.2399299209049,human
4.627206300886273,261.2046436308002,human
5.460151931473609,156.68199562403439,human
3.136005112096934,66.16488501933136,human
3.2574851482393683,228.6422798130812,human
3.4919852109861598,278.6639235811936,human
3.764988842901233,99.93916251080964,human
5.413757588300144,187.39353542048542,human
4.699144492632467,90.28773270178525,human
5.171187062270038,203.7200785509152,human
6.659188902162198,138.42517640375712,human
6.850443042499913,211.56757089888026,human
6.226257479298271,90.82230186180068,human
5.067021979025569,186.07800829951913,human
6.962567061596605,211.48197692511192,human
6.7424519420693665,272.7358977986005,human
5.85271923107247,277.57585156907317,human
5.272780262029871,133.86961838160323,human
4.314196558515906,55.74384617372415,human
6.734870440330415,258.2517528417505,human
3.6477789731157655,198.73466559083204,human
5.037156051320373,224.63418558313452,human
4.5420723197338635,289.6498121530392,human
6.370508521372284,107.54032158726855,human
6.353127336668101,34.77738146484148,human
6.128361534293052,228.43468658484235,human
4.422441885894143,73.02467537365243,human
4.5120492744726715,113.45465188932764,human
5.211888427523057,285.1921679996651,human
5.8379837715444065,289.6285449115321,human
6.465410352543108,125.0512228043162,human
5.308054457716256,188.43399371687005,human
4.203351030156533,85.82640259649287,human
6.478269842168727,174.21255778572421,human
4.583358305366605,67.29294901126326,human
6.621729639817135,45.051550838401134,human
3.934004844971631,41.706499615143834,human
3.572922455673683,292.7257202121081,human
4.193705729962756,35.386932472186984,human
4.545522907956865,68.50608609421167,human
6.5282620007863645,68.82849550611608,human
3.874987345768558,244.30154750899794,human
5.787829166930646,127.16655287881164,human
6.535075723364738,159.44467198880406,human
4.209064367171846,101.73268720194847,human
5.078752603073284,246.11858246618837,human
6.239154864370358,113.87739382812771,human
5.543100981511165,282.5630136682371,human
5.867331460988192,162.14313330440189,human
6.416489933623414,195.737184328535,human
3.370824888601324,78.62121004012488,human
5.316438166290892,80.79226059328306,human
3.92726759405612,99.98344505445918,human
5.795364202146094,85.4263674993384,human
6.158517001767162,70.21659585007819,human
4.670246531883969,31.345573289254986,human
3.2661458792940787,52.00556851840223,human
4.328317456298699,80.3404243050234,human
5.380692859157851,107.57420111846291,human
6.454833061082558,147.23425962486357,human
6.768565196239876,133.80670439241112,human
6.724831353109403,87.15617379432881,human
3.0637980601610835,84.97037329637212,human
6.808276618034612,173.19182211503252,human
4.170981569420738,213.9157992369405,human
6.939558282883949,193.43685149544459,human
3.68387743500936,82.98521864125934,human
4.087641347752291,134.4560997438199,human
5.15809436636644,212.66968466432678,human
6.418786100372142,73.96437206910228,human
3.5154207706313008,224.27011125915348,human
5.896223014835231,288.4814066620976,human
6.762845945268749,144.68993502205467,human
3.5300606899589226,247.89066339307584,human
5.756084110833161,89.50286681001474,human
3.3629923799140067,294.15816556100475,human
4.123864679303148,30.728356445889297,human
6.193310499529403,155.6302401740222,human
3.5456396729650512,178.993305317952,human
5.479334793032036,40.3209631115386,human
3.9034954729389417,279.18772851934585,human
3.3395504731319363,290.74910910018144,human
3.43863294446762,122.16000544823554,human
5.982603861637806,89.51945809616643,human
4.851737077480289,83.74101884154928,human
4.377761350526231,217.85942702849079,human
3.974889081201477,167.53738730151537,human
4.95182850520697,272.9893169320558,human
3.141344316982026,178.0493168839374,human
6.181543150228034,245.21807803048304,human
3.1439853057622886,203.42721593611577,human
6.958699527317843,141.63865968326348,human
6.852635446687273,116.15777458081917,human
6.450373498862607,241.48625354738226,human
5.716302629757656,90.02281943801404,human
5.784192393823513,250.5310122365474,human
6.515647423549585,103.6209598821309,human
3.5739836983128646,281.5635158816548,human
6.293006445146111,214.79635616071903,human
6.435238833444315,279.13297096972974,human
4.893697201907036,288.6661829164847,human
5.052095595004802,247.1511659172028,human
3.4402672829268375,207.49097750936548,human
4.847831607939998,31.80914686961405,human
5.38889455323004,105.36365437548284,human
3.2654201460784096,38.2487682268488,human
5.808687010294436,77.78707216570962,human
3.462650730267712,160.15192691661997,human
4.9242950347475745,274.626532384797,human
3.1034956058474306,69.44511369337039,human
3.9182337139536165,264.7154462768623,human
3.5577265636112747,263.2141699381123,human
3.626262309761473,231.60751079008037,human
5.778110303563498,158.35479213256528,human
3.21075364292942,247.77992895095954,human
4.691526874610101,165.62477671554768,human
5.04467448376189,99.04824589184122,human
3.114679331911627,94.69917759074589,human
6.00005597752793,89.74040622711445,human
3.0155666541927437,67.70984026694154,human
4.771410114762329,59.03688259764811,human
6.654345619860376,143.52422053640367,human
5.406056941673096,289.89668250867015,human
4.386450151553548,292.14391629458123,human
4.087247771162604,59.95217075169437,human
6.270873580600309,291.9776006435077,human
3.2898294320308428,48.67398514932321,human
3.485543595899656,292.95939209599703,human
4.2940207681553,67.78357575173843,human
5.578000354998253,268.83047257396674,human
5.339622681003017,37.39652985587736,human
6.653617640851891,44.48096968854218,human
6.370057215486596,30.287199347493676,human
3.3833694642066665,240.65532735157885,human
6.713671676273869,118.33115882959865,human
6.753914127898824,196.7298023366296,human
3.4844156147363075,250.25424313281897,human
6.582505167796276,162.17355843848497,human
5.316091901660818,174.4723261964061,human
5.106536270946904,281.80649347994313,human
3.7296338905675728,62.940680663043665,human
5.604658700554529,135.30408082053344,human
5.353483787510752,268.05791034593597,human
3.6364129734643247,136.40039118570567,human
4.286653878236957,294.05187935740037,human
6.588742903806162,146.22363671391358,human
3.1196209046195333,187.19730026059386,human
5.1095794770818825,205.5778215603334,human
3.766040902705308,149.45940889831425,human
4.691098870443975,160.79611055143206,human
3.908280416148476,251.7059723728691,human
4.33238448955287,36.044093605191854,human
3.825374963174924,172.70244470841612,human
5.177080003855021,42.99226636282867,human
6.19623124427978,163.0826130691142,human
5.135800241353355,119.39444527351418,human
6.042070704760562,165.29692402194388,human
3.806531247882766,298.10460374312055,human
5.726317169956429,159.51796007933885,human
3.5593848680054965,275.00983228660346,human
6.042706851563754,181.37368161499484,human
5.727628672428991,137.43500195898525,human
6.873549433671938,63.2512631723013,human
4.056007626578941,215.11354624700903,human
5.225016463603504,283.42262627356484,human
6.831917816054966,46.04006680059055,human
6.198509120671853,215.74262063587835,human
3.117369594501064,99.32836216143022,human
4.147699414592074,36.870729708908684,human
4.888306907735061,56.77063024233385,human
5.008817454694611,37.10772044655173,human
4.936545672970228,82.68223767310256,human
5.441898343979419,185.62578377569454,human
4.637927150708826,76.4404640193849,human
5.084296786776804,126.92058480043153,human
4.9299494904630965,55.91067322333444,human
5.995718523431702,279.6568824449487,human
3.4800682086379218,103.05341212687644,human
3.372289729489461,88.80883065025361,human
6.169980105081459,171.25214658434885,human
4.168758850975054,64.60756471595815,human
5.573733005555416,144.44898293865276,human
3.2099567286539803,170.9845342721336,human
3.011128173076955,172.9513595849808,human
5.722162390604472,223.34146739395197,human
5.899470184824262,73.42563350444001,human
5.089793200402369,145.793243916907,human
3.469041064499966,151.97377528630545,human
6.419806611319171,249.75313310265764,human
5.36940162521954,274.77746958311843,human
5.78740325949007,94.22412251459662,human
4.86142829900585,215.60684249500966,human
6.334043913589185,149.04296795189302,human
3.981767401913725,292.932718719123,human
6.962751147092382,217.95515066112978,human
5.071231580371842,120.75038674734792,human
5.001439179240519,113.48710011640132,human
5.001064166469962,90.87450032666942,human
4.168673810719909,158.11229960158278,human
3.1579114627480838,42.62102772086552,human
4.959215820299603,97.81366221787303,human
4.977304591398031,244.80355820279124,human
6.7476820203236745,213.35518429985663,human
6.1137338407835315,168.29375152136242,human
5.086408818602957,133.52835467906553,human
3.917177719902161,173.5626921225613,human
4.3598497495676884,52.954696855727335,human
4.533018460412141,106.99932752015455,human
5.7222084094428105,68.97764016419879,human
6.853736063752148,260.4995915342747,human
4.378007772789666,103.05106752555805,human
3.479952969491278,81.08653972180838,human
3.570788836180154,281.99523158001614,human
3.396508393053676,116.17711058477315,human
3.1205883657584357,294.676459217032,human
3.574585585419021,212.18522772038537,human
3.615878108217327,158.04389319766722,human
4.608679575282279,55.4022192177368,human
3.846477473179426,155.07950172672372,human
4.682704527993213,182.14301485133421,human
5.720307861448143,135.9643398468864,human
5.353776847188846,57.95332680609761,human
5.76013424244719,209.97137260196308,human
4.308106464672813,199.40051764887704,human
5.484249536565342,179.2700683302606,human
5.42410877095738,258.5292208838682,human
5.402159213244943,287.86120696967066,human
6.634855960175642,274.29525612361397,human
4.587634365267126,217.90007342247932,human
5.6054385028718405,242.1374919136493,human
4.001686138132532,126.41109006907764,human
3.5166881590414905,174.56103730225593,human
3.6534686464217256,160.99997452662723,human
6.954550327548972,242.80666143942614,human
4.662727446142377,156.1828369548898,human
3.866527256951384,261.27684765803616,human
3.645103749829576,76.91214425742679,human
5.7429770787655094,74.59300956870106,human
4.710435718177736,177.09797709666017,human
3.1377361000631137,201.52011601546928,human
5.9233434456324385,257.7764451611067,human
4.940640461736578,153.6868218171664,human
4.177336759952164,290.863206573883,human
5.307039460992961,121.76547361129357,human
4.049855302944162,209.1864457458789,human
4.48227826042536,103.40841113879775,human
3.2819952690780263,189.4601117279309,human
4.594420699708259,136.85267877287023,human
4.376673132613842,232.41909629210855,human
6.779148359124316,40.591643715322796,human
6.829329022746094,52.347189901116764,human
5.493338946953887,279.1379579638776,human
3.844426225533618,161.25757606292993,human
3.084368721507167,98.04298811169984,human
4.2854372350353795,256.1871417086434,human
6.733205977429674,220.13754517125034,human
3.767375818947612,277.3249965120491,human
4.084791634673403,277.8414264761356,human
4.1412084209100755,252.68087488842593,human
3.8980817750914247,146.42294347231962,human
6.340857288130673,275.57607603244577,human
5.167800580712777,203.74651578949536,human
5.111430615440421,147.87959183441637,human
4.432742194709812,185.20915558219136,human
3.333580586732186,86.84333700039299,human
6.8445955479990035,246.58457291616676,human
4.509591577985411,188.0766202031692,human
4.74933382927005,238.11701152275614,human
4.137971613638497,189.97848792072585,human
3.112515933577541,230.93678148146722,human
4.1590622743123085,291.66915428397044,human
4.463947175312589,115.9533967493476,human
5.2522195826591,158.9724368011581,human
6.409442560015949,59.49868467333458,human
5.653480970976036,220.8681360308642,human
6.774500947787677,188.84921743496346,human
5.739596139191498,200.3231147347864,human
6.9448066679635545,98.36530291053568,human
3.984323701736327,136.4638390570536,human
4.639175932537333,286.56651662283946,human
4.153758632010992,199.36505443956756,human
6.544259424297031,287.0369686412234,human
6.291920392457925,261.8570491807315,human
3.783108387160753,273.06595277737665,human
5.994507750857729,143.29572988591428,human
6.768078616862002,128.65454075313173,human
6.491853435912935,86.2258611615161,human
5.726026249860044,47.52167934386733,human
6.118745284839807,210.34542831094808,human
4.584068725921703,242.09771201676287,human
4.644544023793968,288.95692350414237,human
4.491063545737672,145.01155676520625,human
4.571317763036211,299.52314033613817,human
3.9585612467707714,210.02692420885975,human
4.767325042874289,118.64641178534077,human
4.821110382128225,164.65473121820517,human
6.2334838575061635,177.5340309666969,human
4.002251756795264,194.7643926858652,human
3.2560020274077957,101.7240495760392,human
6.738352626054672,290.23983154149073,human
5.084310538891683,60.441617481296134,human
3.717006069118212,149.01813433577354,human
5.248002423986955,76.59260835633958,human
6.225839086565904,240.59434140083576,human
6.707520319511479,295.80566254514105,human
5.801701968627782,132.83081080402474,human
5.299947593470607,145.077755888644,human
3.818483863296848,262.1578845705202,human
5.391771745145833,258.97749878719503,human
4.611198949971143,64.82976354979155,human
5.51561991049021,76.56148217081272,human
4.398639968191825,33.52032353408568,human
6.299181373872049,242.16222153546045,human
6.1399134755026985,79.20807140130994,human
3.7866777038510424,236.03301682433823,human
3.4153044202102887,94.41771790880908,human
5.742989065541727,164.6021171662481,human
3.3696496679073182,62.58606878270868,human
4.173067040771184,281.2194135380928,human
5.605477435727881,77.3605410978736,human
3.678054503596186,250.02797370155494,human
6.426779262173466,189.99789024864407,human
4.264197444842982,224.8602898476639,human
6.08464954331988,216.6896327145161,human
6.979316079767652,109.44076357207626,human
3.505572736605068,200.15717796878266,human
5.737855287258002,30.816463068801905,human
4.688972826189729,218.32544636629038,human
4.5422444384855005,97.31360155149953,human
6.364724803684116,84.07399234371454,human
5.22289126452042,135.76668142912962,human
6.140126313047132,153.23049071734522,human
4.542531860495497,196.60109584210863,human
5.221246942610302,107.7037383242187,human
6.706836801312413,234.74240426869488,human
5.030433153938688,47.27903539180815,human
5.069386628212214,286.156196298969,human
6.933406478284221,236.61945826522245,human
5.0842108926568885,295.3559588018904,human
3.488814685954744,248.0446696267568,human
5.702803673420151,272.6327919088357,human
5.215129246462116,150.8289077856961,human
4.4275370655528095,273.0520216899961,human
6.319907634375607,189.51900530163965,human
4.6357487372046595,171.9827538451111,human
4.558868547376573,92.02679884784843,human
6.197529004716439,248.10529937680826,human
3.6391210837561037,228.22960893253008,human
6.696775347191414,236.47766887665463,human
3.479647402013076,267.11790573597494,human
3.235945052562746,95.47601531627002,human
4.762113929441526,60.23080926999156,human
3.6745704480826005,299.38676699075,human
6.551209585210534,188.70535325077415,human
4.829513038023329,237.86383754338974,human
4.939765378404714,235.19242934006022,human
4.655133864874291,259.87783965011965,human
6.283651702480285,126.52805830155417,human
6.827955521504808,284.3105163424907,human
5.283818566578437,146.44081582705044,human
4.925311368280379,118.33733994826473,human
6.384608729173272,273.0040547782509,human
5.301339805926862,237.84951186310397,human
3.0614762302447356,158.4969742677508,human
3.331818664861384,44.16273339493125,human
6.629144456750011,110.64983529679814,human
6.942047656680424,38.63144137744549,human
6.147631562848396,52.60123675373082,human
5.032740947507163,230.84836098411816,human
3.6642986491427076,165.64516135510706,human
3.1146584717699293,276.89133127742207,human
5.197875373206051,189.4190877491212,human
5.530654927822008,118.29526058720633,human
3.2834390324736185,134.1483035987081,human
3.377924206715535,69.13034258582252,human
5.486972286799027,249.36026352482378,human
3.13204709149066,80.83691491042913,human
5.539389103517102,123.83148067716107,human
4.337308225726275,115.8604277762646,human
